10	114.242.249.10	2014-07-18 18:32:02
12	114.242.249.10	2014-07-18 18:32:05
1	106.186.119.41	2014-07-18 18:40:24
1	61.148.244.93	2014-07-18 18:41:22
3	61.148.244.93	2014-07-18 18:41:36
5	61.148.244.93	2014-07-18 18:41:36
7	61.148.244.93	2014-07-18 18:41:46
8	61.148.244.93	2014-07-18 18:41:50
1	123.116.116.201	2014-07-18 18:43:11
3	123.116.116.201	2014-07-18 18:43:13
5	123.116.116.201	2014-07-18 18:43:25
7	123.116.116.201	2014-07-18 18:43:35
9	123.116.116.201	2014-07-18 18:43:47
10	123.116.116.201	2014-07-18 18:43:52
15	123.116.116.201	2014-07-18 18:44:14
1	61.148.244.24	2014-07-18 18:45:39
3	61.148.244.24	2014-07-18 18:45:47
5	61.148.244.24	2014-07-18 18:45:50
7	61.148.244.24	2014-07-18 18:45:59
9	61.148.244.24	2014-07-18 18:46:02
10	61.148.244.24	2014-07-18 18:46:19
13	61.148.244.24	2014-07-18 18:46:21
14	61.148.244.24	2014-07-18 18:46:25
16	61.148.244.24	2014-07-18 18:46:30
18	61.148.244.24	2014-07-18 18:46:41
3	61.148.244.24	2014-07-18 18:47:16
7	61.148.244.24	2014-07-18 18:47:16
0	61.148.243.91	2014-07-18 18:48:38
3	61.148.243.91	2014-07-18 18:48:38
4	61.148.243.91	2014-07-18 18:48:45
7	61.148.243.91	2014-07-18 18:48:52
9	61.148.243.91	2014-07-18 18:49:00
10	61.148.243.91	2014-07-18 18:49:04
13	61.148.243.91	2014-07-18 18:49:08
14	61.148.243.91	2014-07-18 18:49:12
16	61.148.243.91	2014-07-18 18:49:18
4	61.148.243.91	2014-07-18 18:50:51
10	61.148.243.91	2014-07-18 18:50:52
14	61.148.243.91	2014-07-18 18:50:53
16	61.148.243.91	2014-07-18 18:50:56
